[Latitude],[Longitude],[Value],[Direction]
75.00,-180.00,9.07,352
75.00,-179.00,8.85,351
75.00,-178.00,8.78,350
75.00,-177.00,8.87,348
75.00,-176.00,9.10,346
75.00,-175.00,9.40,343
75.00,-174.00,9.76,340
75.00,-173.00,10.19,337
75.00,-172.00,10.67,333
75.00,-171.00,11.14,330
75.00,-170.00,11.54,328
75.00,-169.00,11.75,325
75.00,-168.00,11.75,323
75.00,-167.00,11.51,321
75.00,-166.00,11.20,317
75.00,-165.00,10.80,311
75.00,-164.00,10.10,302
75.00,-163.00,9.34,288
75.00,-162.00,9.36,268
75.00,-161.00,10.56,248
75.00,-160.00,12.39,234
75.00,-159.00,14.10,225
75.00,-158.00,15.51,220
75.00,-157.00,16.52,217
75.00,-156.00,17.18,215
75.00,-155.00,17.54,215
75.00,-154.00,17.57,215
75.00,-153.00,17.41,216
75.00,-152.00,17.21,216
75.00,-151.00,16.99,217
75.00,-150.00,16.78,218
75.00,-149.00,16.57,219
75.00,-148.00,16.43,220
75.00,-147.00,16.28,221
75.00,-146.00,16.13,223
75.00,-145.00,15.93,224
75.00,-144.00,15.73,225
75.00,-143.00,15.55,226
75.00,-142.00,15.45,227
75.00,-141.00,15.36,228
75.00,-140.00,15.26,228
75.00,-139.00,15.13,229
75.00,-138.00,14.98,229
75.00,-137.00,14.77,229
75.00,-136.00,14.45,230
75.00,-135.00,14.11,230
75.00,-134.00,13.81,230
75.00,-133.00,13.56,231
75.00,-132.00,13.30,232
75.00,-131.00,12.93,234
75.00,-130.00,12.38,237
75.00,-129.00,11.70,241
75.00,-128.00,11.00,246
75.00,-127.00,10.30,251
75.00,-126.00,9.50,256
75.00,-125.00,8.47,257
75.00,-124.00,7.19,256
75.00,-123.00,6.67,257
75.00,-122.00,6.56,267
75.00,-121.00,6.78,282
75.00,-120.00,6.09,293
75.00,-119.00,2.90,289
75.00,-118.00,1.71,146
75.00,-117.00,4.67,123
75.00,-116.00,4.76,108
75.00,-115.00,3.91,90
75.00,-114.00,3.35,88
