[Latitude],[Longitude],[Value]
-57.96,74.00,952
-57.83,75.00,952
-57.92,76.00,952
-58.27,75.50,952
-58.56,75.00,952
-58.87,74.00,952
-59.12,73.00,952
-59.28,72.00,952
-59.50,71.14,952
-59.60,70.50,952
-59.85,69.50,952
-60.14,68.50,952
-60.42,67.50,952
-60.66,66.50,952
-60.87,65.50,952
-61.05,64.50,952
-61.13,63.50,952
-61.17,62.50,952
-61.13,61.50,952
-61.00,60.59,952
-60.50,60.15,952
-60.00,60.76,952
-59.77,61.50,952
-59.50,62.39,952
-59.31,63.50,952
-59.18,64.50,952
-59.09,65.50,952
-59.04,66.50,952
-59.01,67.50,952
-58.99,68.50,952
-58.94,69.50,952
-58.85,70.50,952
-58.67,71.50,952
-58.39,72.50,952
-58.11,73.50,952
-57.96,74.00,952

-63.95,8.50,952
-63.78,9.50,952
-63.69,10.50,952
-63.67,11.50,952
-63.73,12.50,952
-63.85,13.50,952
-64.00,14.27,952
-64.26,15.00,952
-64.50,15.57,952
-64.90,16.00,952
-65.37,16.00,952
-65.78,15.50,952
-66.12,14.50,952
-66.27,13.50,952
-66.32,12.50,952
-66.29,11.50,952
-66.19,10.50,952
-66.03,9.50,952
-65.72,8.50,952
-65.50,7.89,952
-65.00,7.18,952
-64.50,7.27,952
-64.11,8.00,952
-63.95,8.50,952

32.60,127.00,956
32.68,127.50,956
32.50,127.92,956
32.00,128.05,956
31.63,127.50,956
31.73,127.00,956
32.00,126.75,956
32.50,126.88,956
32.60,127.00,956

-56.00,77.00,956
-55.82,78.00,956
-55.68,79.00,956
-55.61,80.00,956
-55.81,81.00,956
-56.50,81.16,956
-57.00,80.82,956
-57.29,80.50,956
-57.70,80.00,956
-58.00,79.60,956
-58.32,79.00,956
-58.58,78.50,956
-58.79,78.00,956
-59.01,77.50,956
-59.36,76.50,956
-59.67,75.50,956
-59.95,74.50,956
-60.20,73.50,956
-60.44,72.50,956
-60.65,71.50,956
-60.85,70.50,956
-61.00,69.80,956
-61.15,69.00,956
-61.33,68.00,956
-61.50,67.06,956
-61.65,66.00,956
-61.77,65.00,956
-61.87,64.00,956
-61.93,63.00,956
-61.96,62.00,956
-61.94,61.00,956
-61.87,60.00,956
-61.73,59.00,956
-61.50,58.08,956
-61.10,57.50,956
-60.50,57.50,956
-60.05,58.00,956
-59.79,58.50,956
-59.57,59.00,956
-59.24,60.00,956
-59.00,60.83,956
-58.84,61.50,956
-58.62,62.50,956
-58.50,63.14,956
-58.37,64.00,956
-58.24,65.00,956
-58.15,66.00,956
-58.06,67.00,956
-58.00,67.65,956
-57.91,68.50,956
-57.78,69.50,956
-57.60,70.50,956
-57.37,71.50,956
-57.12,72.50,956
-56.84,73.50,956
-56.57,74.50,956
-56.33,75.50,956
-56.11,76.50,956
-56.00,77.00,956

-62.98,9.50,956
-62.95,10.50,956
-62.97,11.50,956
-63.02,12.50,956
-63.12,13.50,956
-63.26,14.50,956
-63.45,15.50,956
-63.74,16.50,956
-64.00,17.20,956
-64.47,18.00,956
-65.00,18.47,956
-65.50,18.43,956
-65.92,18.00,956
-66.36,17.00,956
-66.63,16.00,956
-66.81,15.00,956
-66.92,14.00,956
-66.98,13.00,956
-66.98,12.00,956
-66.93,11.00,956
-66.84,10.00,956
-66.69,9.00,956
-66.52,8.00,956
-66.28,7.00,956
-66.03,6.00,956
-65.69,5.00,956
-65.24,4.00,956
-64.50,3.54,956
-64.13,4.00,956
-63.71,5.00,956
-63.50,5.70,956
-63.34,6.50,956
-63.18,7.50,956
-63.05,8.50,956
-62.98,9.50,956

-65.55,0.00,960
-65.00,-0.36,960
-64.50,-0.24,960
-64.22,0.00,960

-64.22,0.00,960
-63.91,0.50,960
-63.61,1.00,960
-63.27,2.00,960
-63.00,3.00,960
-62.82,4.00,960
-62.67,5.00,960
-62.54,6.00,960
-62.44,7.00,960
-62.36,8.00,960
-62.31,9.00,960
-62.29,10.00,960
-62.30,11.00,960
-62.34,12.00,960
-62.41,13.00,960
-62.50,14.00,960
-62.61,15.00,960
-62.76,16.00,960
-62.95,17.00,960
-63.20,18.00,960
-63.50,18.97,960
-63.96,20.00,960
-64.26,20.50,960
-64.66,21.00,960
-65.00,21.29,960
-65.50,21.29,960
-65.81,21.00,960
-66.15,20.50,960
-66.50,19.72,960
-66.72,19.00,960
-66.99,18.00,960
-67.19,17.00,960
-67.34,16.00,960
-67.46,15.00,960
-67.54,14.00,960
-67.59,13.00,960
-67.59,12.00,960
-67.55,11.00,960
-67.48,10.00,960
-67.38,9.00,960
-67.24,8.00,960
-67.09,7.00,960
-66.92,6.00,960
-66.74,5.00,960
-66.58,4.00,960
-66.40,3.00,960
-66.21,2.00,960
-66.00,1.04,960
-65.72,0.50,960
-65.55,0.00,960

33.17,127.00,960
33.21,127.50,960
33.10,128.00,960
32.61,128.50,960
32.00,128.61,960
31.50,128.32,960
31.25,128.00,960
31.10,127.50,960
31.14,127.00,960
31.41,126.50,960
32.00,126.14,960
32.50,126.21,960
32.91,126.50,960
33.17,127.00,960

-54.43,80.00,960
-54.27,81.00,960
-54.17,82.00,960
-54.23,83.00,960
-54.41,83.50,960
-55.00,83.92,960
-55.50,83.85,960
-56.00,83.63,960
-56.50,83.27,960
-56.80,83.00,960
-57.29,82.50,960
-57.70,82.00,960
-58.00,81.59,960
-58.36,81.00,960
-58.64,80.50,960
-58.89,80.00,960
-59.12,79.50,960
-59.50,78.58,960
-59.71,78.00,960
-60.00,77.14,960
-60.21,76.50,960
-60.50,75.53,960
-60.79,74.50,960
-61.00,73.67,960
-61.17,73.00,960
-61.40,72.00,960
-61.60,71.00,960
-61.78,70.00,960
-61.94,69.00,960
-62.08,68.00,960
-62.21,67.00,960
-62.32,66.00,960
-62.41,65.00,960
-62.47,64.00,960
-62.51,63.00,960
-62.53,62.00,960
-62.52,61.00,960
-62.50,60.14,960
-62.43,59.00,960
-62.32,58.00,960
-62.13,57.00,960
-61.73,56.00,960
-61.13,55.50,960
-60.50,55.63,960
-60.11,56.00,960
-59.76,56.50,960
-59.50,56.96,960
-59.28,57.50,960
-59.00,58.25,960
-58.77,59.00,960
-58.50,59.96,960
-58.24,61.00,960
-58.02,62.00,960
-57.81,63.00,960
-57.63,64.00,960
-57.50,64.92,960
-57.37,66.00,960
-57.26,67.00,960
-57.15,68.00,960
