[Latitude],[Longitude],[Value]
-57.50,78.00,952
-57.45,79.00,952
-57.44,80.00,952
-57.48,81.00,952
-57.56,82.00,952
-57.68,83.00,952
-57.83,84.00,952
-58.00,84.95,952
-58.17,85.50,952
-58.50,86.35,952
-59.00,86.69,952
-59.50,86.36,952
-60.00,85.65,952
-60.28,85.00,952
-60.50,84.40,952
-60.72,83.50,952
-60.89,82.50,952
-60.99,81.50,952
-61.04,80.50,952
-61.06,79.50,952
-61.06,78.50,952
-61.05,77.50,952
-61.02,76.50,952
-60.97,75.50,952
-60.88,74.50,952
-60.74,73.50,952
-60.54,72.50,952
-60.23,71.50,952
-60.00,70.56,952
-59.69,70.00,952
-59.84,69.00,952
-60.07,68.00,952
-60.18,67.00,952
-60.22,66.00,952
-60.16,65.00,952
-60.00,64.18,952
-59.59,63.50,952
-59.00,63.32,952
-58.53,64.00,952
-58.32,65.00,952
-58.32,66.00,952
-58.46,67.00,952
-58.78,68.00,952
-59.00,68.80,952
-59.35,69.50,952
-59.34,70.50,952
-59.00,71.33,952
-58.82,72.00,952
-58.50,72.89,952
-58.33,73.50,952
-58.04,74.50,952
-57.83,75.50,952
-57.66,76.50,952
-57.54,77.50,952
-57.50,78.00,952

-56.97,77.00,956
-56.90,78.00,956
-56.85,79.00,956
-56.85,80.00,956
-56.88,81.00,956
-56.95,82.00,956
-57.05,83.00,956
-57.15,84.00,956
-57.26,85.00,956
-57.36,86.00,956
-57.45,87.00,956
-57.56,88.00,956
-57.79,89.00,956
-58.12,89.50,956
-58.50,89.57,956
-59.00,89.28,956
-59.50,88.73,956
-59.97,88.00,956
-60.23,87.50,956
-60.47,87.00,956
-60.84,86.00,956
-61.14,85.00,956
-61.37,84.00,956
-61.50,83.17,956
-61.62,82.00,956
-61.67,81.00,956
-61.70,80.00,956
-61.71,79.00,956
-61.71,78.00,956
-61.72,77.00,956
-61.72,76.00,956
-61.71,75.00,956
-61.67,74.00,956
-61.61,73.00,956
-61.51,72.00,956
-61.39,71.00,956
-61.28,70.00,956
-61.20,69.00,956
-61.16,68.00,956
-61.13,67.00,956
-61.10,66.00,956
-61.02,65.00,956
-60.86,64.00,956
-60.60,63.00,956
-60.06,62.00,956
-59.50,61.60,956
-59.00,61.57,956
-58.50,61.92,956
