[Latitude],[Longitude],[Value],[Direction]
75.00,-180.00,6.01,315
75.00,-179.00,6.38,314
75.00,-178.00,6.75,314
75.00,-177.00,7.15,313
75.00,-176.00,7.57,313
75.00,-175.00,8.02,313
75.00,-174.00,8.51,313
75.00,-173.00,9.01,314
75.00,-172.00,9.39,314
75.00,-171.00,9.67,315
75.00,-170.00,9.87,315
75.00,-169.00,9.96,315
75.00,-168.00,9.97,316
75.00,-167.00,9.96,315
75.00,-166.00,9.93,315
75.00,-165.00,9.91,314
75.00,-164.00,9.92,314
75.00,-163.00,9.95,313
75.00,-162.00,10.01,312
75.00,-161.00,10.08,311
75.00,-160.00,10.17,310
75.00,-159.00,10.26,309
75.00,-158.00,10.36,308
75.00,-157.00,10.46,306
75.00,-156.00,10.56,304
75.00,-155.00,10.66,303
75.00,-154.00,10.74,300
75.00,-153.00,10.80,298
75.00,-152.00,10.84,296
75.00,-151.00,10.86,293
75.00,-150.00,10.86,290
75.00,-149.00,10.86,287
75.00,-148.00,10.84,283
75.00,-147.00,10.79,279
75.00,-146.00,10.72,276
75.00,-145.00,10.62,272
75.00,-144.00,10.47,268
75.00,-143.00,10.32,264
75.00,-142.00,10.28,259
75.00,-141.00,10.35,255
75.00,-140.00,10.47,251
75.00,-139.00,10.64,247
75.00,-138.00,10.83,242
75.00,-137.00,11.02,238
75.00,-136.00,11.22,233
75.00,-135.00,11.53,227
75.00,-134.00,12.02,222
75.00,-133.00,12.58,217
75.00,-132.00,12.99,214
75.00,-131.00,13.26,212
75.00,-130.00,13.12,210
75.00,-129.00,12.43,210
75.00,-128.00,11.29,210
75.00,-127.00,9.79,209
75.00,-126.00,7.86,207
75.00,-125.00,5.85,205
75.00,-124.00,3.84,202
75.00,-123.00,1.87,194
75.00,-122.00,0.45,133
75.00,-121.00,1.34,41
75.00,-120.00,2.59,32
75.00,-119.00,3.79,31
75.00,-118.00,4.85,31
75.00,-117.00,5.74,32
75.00,-116.00,6.46,35
75.00,-115.00,7.12,38
75.00,-114.00,7.79,40
75.00,-113.00,8.39,41
75.00,-112.00,8.81,40
75.00,-111.00,9.08,37
75.00,-110.00,9.33,34
75.00,-109.00,9.69,30
75.00,-108.00,10.09,25
75.00,-107.00,10.44,21
75.00,-106.00,10.80,17
75.00,-105.00,10.89,13
75.00,-104.00,10.60,9
