[Latitude],[Longitude],[Value],[Direction]
75.00,-180.00,11.44,69
75.00,-179.00,10.95,70
75.00,-178.00,10.27,71
75.00,-177.00,9.84,72
75.00,-176.00,9.41,72
75.00,-175.00,8.98,72
75.00,-174.00,8.55,73
75.00,-173.00,8.42,71
75.00,-172.00,8.30,69
75.00,-171.00,8.45,67
75.00,-170.00,8.69,63
75.00,-169.00,8.80,59
75.00,-168.00,8.95,56
75.00,-167.00,8.87,52
75.00,-166.00,8.99,51
75.00,-165.00,8.99,51
75.00,-164.00,9.26,51
75.00,-163.00,9.72,53
75.00,-162.00,10.03,54
75.00,-161.00,10.14,58
75.00,-160.00,10.27,61
75.00,-159.00,10.43,63
75.00,-158.00,10.36,67
75.00,-157.00,10.33,70
75.00,-156.00,10.39,73
75.00,-155.00,10.61,76
75.00,-154.00,11.09,79
75.00,-153.00,11.19,82
75.00,-152.00,11.53,84
75.00,-151.00,11.68,87
75.00,-150.00,11.67,89
75.00,-149.00,11.48,92
75.00,-148.00,11.32,95
75.00,-147.00,11.16,97
75.00,-146.00,11.22,99
75.00,-145.00,11.48,101
75.00,-144.00,12.17,103
75.00,-143.00,12.92,106
75.00,-142.00,13.71,108
75.00,-141.00,14.63,109
75.00,-140.00,15.31,110
75.00,-139.00,16.06,111
75.00,-138.00,16.82,112
75.00,-137.00,17.75,115
75.00,-136.00,18.52,117
75.00,-135.00,18.88,119
75.00,-134.00,19.17,120
75.00,-133.00,18.84,121
75.00,-132.00,18.57,121
75.00,-131.00,18.37,120
75.00,-130.00,18.18,119
75.00,-129.00,18.18,119
75.00,-128.00,18.43,118
75.00,-127.00,18.69,117
75.00,-126.00,18.71,114
75.00,-125.00,17.84,110
75.00,-124.00,16.78,108
75.00,-123.00,16.91,109
75.00,-122.00,17.44,112
75.00,-121.00,18.09,115
75.00,-120.00,19.22,118
75.00,-119.00,20.74,120
75.00,-118.00,21.07,120
75.00,-117.00,19.13,117
75.00,-116.00,15.45,111
75.00,-115.00,11.44,108
75.00,-114.00,8.85,109
75.00,-113.00,7.91,118
75.00,-112.00,8.20,126
75.00,-111.00,8.96,131
75.00,-110.00,8.69,130
75.00,-109.00,7.12,125
75.00,-108.00,5.57,119
75.00,-107.00,4.37,111
75.00,-106.00,3.26,107
75.00,-105.00,3.26,107
75.00,-104.00,4.12,109
75.00,-103.00,5.49,113
75.00,-102.00,6.53,113
