[Latitude],[Longitude],[Value],[Direction]
75.00,-180.00,14.60,93
75.00,-179.00,15.09,97
75.00,-178.00,15.37,99
75.00,-177.00,15.79,100
75.00,-176.00,15.98,100
75.00,-175.00,16.24,101
75.00,-174.00,16.13,103
75.00,-173.00,16.08,105
75.00,-172.00,15.81,106
75.00,-171.00,15.37,108
75.00,-170.00,15.00,109
75.00,-169.00,14.88,110
75.00,-168.00,14.88,110
75.00,-167.00,15.50,110
75.00,-166.00,15.93,110
75.00,-165.00,16.43,111
75.00,-164.00,16.93,112
75.00,-163.00,17.44,112
75.00,-162.00,17.87,112
75.00,-161.00,18.56,113
75.00,-160.00,19.25,113
75.00,-159.00,19.86,113
75.00,-158.00,20.37,114
75.00,-157.00,20.37,114
75.00,-156.00,20.63,114
75.00,-155.00,20.63,114
75.00,-154.00,20.63,114
75.00,-153.00,20.37,114
75.00,-152.00,20.11,113
75.00,-151.00,19.86,113
75.00,-150.00,19.35,112
75.00,-149.00,18.84,112
75.00,-148.00,18.34,111
75.00,-147.00,17.77,110
75.00,-146.00,16.97,108
75.00,-145.00,16.50,105
75.00,-144.00,15.86,101
75.00,-143.00,15.29,97
75.00,-142.00,14.41,93
75.00,-141.00,13.61,89
75.00,-140.00,12.71,84
75.00,-139.00,12.51,78
75.00,-138.00,12.61,73
75.00,-137.00,12.82,68
75.00,-136.00,13.04,63
75.00,-135.00,13.07,60
75.00,-134.00,12.94,57
75.00,-133.00,12.67,58
75.00,-132.00,12.20,59
75.00,-131.00,11.74,63
75.00,-130.00,11.52,68
75.00,-129.00,11.14,74
75.00,-128.00,11.32,78
75.00,-127.00,11.60,81
75.00,-126.00,11.36,83
75.00,-125.00,10.76,84
75.00,-124.00,9.36,85
75.00,-123.00,8.75,90
75.00,-122.00,8.40,95
75.00,-121.00,8.31,101
75.00,-120.00,8.12,107
75.00,-119.00,8.02,113
75.00,-118.00,7.65,117
75.00,-117.00,7.08,111
75.00,-116.00,6.82,93
75.00,-115.00,7.21,76
75.00,-114.00,7.66,66
75.00,-113.00,7.74,62
75.00,-112.00,7.22,63
75.00,-111.00,7.08,69
75.00,-110.00,7.36,78
75.00,-109.00,7.48,81
75.00,-108.00,7.59,77
75.00,-107.00,8.12,73
75.00,-106.00,8.44,75
75.00,-105.00,9.60,83
75.00,-104.00,10.32,93
75.00,-103.00,10.71,102
75.00,-102.00,11.27,105
75.00,-101.00,11.41,104
75.00,-100.00,11.06,100
75.00,-99.00,10.04,99
75.00,-98.00,9.53,102
75.00,-97.00,10.28,105
75.00,-96.00,11.08,105
75.00,-95.00,9.86,105
75.00,-94.00,7.69,111
75.00,-93.00,6.44,115
75.00,-92.00,5.85,111
75.00,-91.00,4.12,98
75.00,-90.00,2.35,66
75.00,-89.00,2.20,45
75.00,-88.00,2.10,34
75.00,-87.00,1.17,0
75.00,-86.00,1.76,264
75.00,-85.00,3.04,243
75.00,-84.00,1.74,243
75.00,-83.00,1.94,0
75.00,-82.00,6.23,356
75.00,-81.00,10.61,352
75.00,-80.00,14.47,354
75.00,-79.00,19.08,357
75.00,-78.00,22.02,356
75.00,-77.00,21.51,354
75.00,-76.00,18.09,351
75.00,-75.00,14.30,348
75.00,-74.00,11.14,344
75.00,-73.00,8.63,337
75.00,-72.00,6.09,333
75.00,-71.00,3.91,333
75.00,-70.00,2.03,343
75.00,-69.00,1.57,30
75.00,-68.00,2.49,51
75.00,-67.00,3.73,51
75.00,-66.00,5.09,43
75.00,-65.00,6.27,30
75.00,-64.00,7.19,19
75.00,-63.00,7.07,8
75.00,-62.00,5.50,352
75.00,-61.00,3.31,320
75.00,-60.00,2.33,270
75.00,-59.00,0.99,191
75.00,-58.00,3.70,93
75.00,-57.00,8.77,86
75.00,-56.00,12.05,90
75.00,-55.00,14.06,96
75.00,-54.00,15.76,99
75.00,-53.00,16.28,102
75.00,-52.00,14.71,105
75.00,-51.00,12.38,112
75.00,-50.00,12.35,118
75.00,-49.00,14.57,121
75.00,-48.00,16.24,122
75.00,-47.00,17.17,121
75.00,-46.00,17.39,118
75.00,-45.00,16.95,117
75.00,-44.00,15.39,116
75.00,-43.00,13.13,115
75.00,-42.00,10.80,113
75.00,-41.00,8.67,110
75.00,-40.00,6.52,100
75.00,-39.00,4.70,83
75.00,-38.00,3.99,47
75.00,-37.00,5.05,16
75.00,-36.00,6.61,358
75.00,-35.00,8.54,348
75.00,-34.00,10.76,343
75.00,-33.00,12.48,342
