[Latitude],[Longitude],[Value],[Direction]
75.00,-180.00,13.34,59
75.00,-179.00,13.84,61
75.00,-178.00,14.61,61
75.00,-177.00,14.96,62
75.00,-176.00,15.48,62
75.00,-175.00,15.92,62
75.00,-174.00,16.43,63
75.00,-173.00,16.98,66
75.00,-172.00,17.58,72
75.00,-171.00,18.22,79
75.00,-170.00,18.91,86
75.00,-169.00,19.45,92
75.00,-168.00,19.56,96
75.00,-167.00,19.75,100
75.00,-166.00,19.76,103
75.00,-165.00,19.76,105
75.00,-164.00,19.87,106
75.00,-163.00,19.61,108
75.00,-162.00,19.30,109
75.00,-161.00,19.07,110
75.00,-160.00,18.59,111
75.00,-159.00,18.30,112
75.00,-158.00,17.77,113
75.00,-157.00,17.49,114
75.00,-156.00,17.22,115
75.00,-155.00,16.95,117
75.00,-154.00,16.70,118
75.00,-153.00,16.62,119
75.00,-152.00,16.88,119
75.00,-151.00,17.05,119
75.00,-150.00,17.30,117
75.00,-149.00,17.21,117
75.00,-148.00,17.13,116
75.00,-147.00,16.78,115
75.00,-146.00,16.44,114
75.00,-145.00,16.11,113
75.00,-144.00,15.52,112
75.00,-143.00,14.70,110
75.00,-142.00,13.89,108
75.00,-141.00,12.69,105
75.00,-140.00,11.74,102
75.00,-139.00,10.80,98
75.00,-138.00,10.32,93
75.00,-137.00,10.32,87
75.00,-136.00,10.83,81
75.00,-135.00,11.38,73
75.00,-134.00,11.92,66
75.00,-133.00,12.37,60
75.00,-132.00,12.52,54
75.00,-131.00,12.67,49
75.00,-130.00,12.78,44
75.00,-129.00,13.21,43
75.00,-128.00,13.61,43
75.00,-127.00,13.75,45
75.00,-126.00,13.21,47
75.00,-125.00,11.60,50
75.00,-124.00,9.33,54
75.00,-123.00,7.74,62
75.00,-122.00,6.64,69
75.00,-121.00,5.99,77
75.00,-120.00,5.26,86
75.00,-119.00,4.92,99
75.00,-118.00,4.92,108
75.00,-117.00,5.57,102
75.00,-116.00,7.02,85
75.00,-115.00,9.41,72
75.00,-114.00,11.39,65
75.00,-113.00,12.26,63
75.00,-112.00,11.30,63
75.00,-111.00,10.54,67
75.00,-110.00,10.08,71
75.00,-109.00,9.72,74
75.00,-108.00,9.91,74
75.00,-107.00,10.66,75
75.00,-106.00,10.71,78
75.00,-105.00,10.76,84
75.00,-104.00,10.89,91
75.00,-103.00,10.95,96
75.00,-102.00,11.41,99
75.00,-101.00,12.18,98
75.00,-100.00,12.71,96
75.00,-99.00,12.11,96
75.00,-98.00,10.97,97
75.00,-97.00,10.87,100
75.00,-96.00,11.60,104
75.00,-95.00,11.19,107
75.00,-94.00,9.65,115
75.00,-93.00,8.25,124
75.00,-92.00,8.52,125
75.00,-91.00,7.57,119
75.00,-90.00,5.72,108
75.00,-89.00,3.89,90
75.00,-88.00,2.96,67
75.00,-87.00,1.79,49
75.00,-86.00,0.78,270
75.00,-85.00,3.04,243
75.00,-84.00,3.13,240
