[Latitude],[Longitude],[Value]
-49.38,102.50,952
-49.24,103.00,952
-49.14,103.50,952
-49.07,104.00,952
-49.05,105.00,952
-49.19,106.00,952
-49.32,106.50,952
-49.47,107.00,952
-49.66,107.50,952
-49.88,108.00,952
-50.17,108.50,952
-50.50,108.95,952
-51.00,109.47,952
-51.50,109.90,952
-52.00,110.22,952
-52.50,110.42,952
-52.96,110.50,952
-53.50,110.34,952
-54.00,110.04,952
-54.50,109.72,952
-55.00,109.59,952
-55.30,110.00,952
-55.58,110.50,952
-55.78,111.00,952
-55.97,111.50,952
-56.16,112.00,952
-56.35,112.50,952
-56.57,113.00,952
-56.87,113.50,952
-57.50,113.97,952
-58.00,113.95,952
-58.50,113.73,952
-59.00,113.04,952
-59.27,112.00,952
-59.37,111.00,952
-59.35,110.00,952
-59.23,109.00,952
-59.04,108.00,952
-58.80,107.00,952
-58.53,106.00,952
-58.25,105.00,952
-58.04,104.00,952
-57.82,103.00,952
-57.58,102.00,952
-57.31,101.00,952
-57.00,100.18,952
-56.63,99.50,952
-56.25,99.00,952
-55.70,98.50,952
-55.00,98.15,952
-54.50,98.09,952
-54.00,98.16,952
-53.50,98.31,952
-53.09,98.50,952
-52.50,98.85,952
-52.00,99.22,952
-51.67,99.50,952
-51.12,100.00,952
-50.63,100.50,952
-50.21,101.00,952
-49.86,101.50,952
-49.58,102.00,952
-49.38,102.50,952

-48.46,103.00,956
-48.38,103.50,956
-48.33,104.00,956
-48.31,104.50,956
-48.36,105.50,956
-48.42,106.00,956
-48.52,106.50,956
-48.64,107.00,956
-48.77,107.50,956
-48.91,108.00,956
-49.10,108.50,956
-49.32,109.00,956
-49.58,109.50,956
-49.89,110.00,956
-50.27,110.50,956
-50.72,111.00,956
-51.27,111.50,956
-51.96,112.00,956
-52.50,112.32,956
-52.89,112.50,956
-53.50,112.69,956
-54.00,112.83,956
-54.35,113.00,956
-54.89,113.50,956
-55.18,114.00,956
-55.45,114.50,956
-55.73,115.00,956
-56.00,115.42,956
-56.47,116.00,956
-57.00,116.39,956
-57.43,116.50,956
-58.00,116.50,956
-58.50,116.41,956
-59.00,116.12,956
-59.50,115.50,956
-59.88,114.50,956
-60.10,113.50,956
-60.21,112.50,956
-60.26,111.50,956
-60.25,110.50,956
-60.20,109.50,956
-60.10,108.50,956
-60.00,107.74,956
-59.86,107.00,956
-59.63,106.00,956
-59.38,105.00,956
-59.15,104.00,956
