[Latitude],[Longitude],[Value]
-75.50,-144.46,952
-75.00,-144.01,952
-74.67,-143.50,952
-74.34,-143.00,952
-74.02,-142.50,952
-73.50,-141.63,952
-73.15,-141.00,952
-72.62,-140.00,952
-72.17,-139.00,952
-71.79,-138.00,952
-71.50,-137.07,952
-71.24,-136.00,952
-71.04,-135.00,952
-70.89,-134.00,952
-70.77,-133.00,952
-70.68,-132.00,952
-70.62,-131.00,952
-70.56,-130.00,952
-70.50,-129.01,952
-70.42,-128.00,952
-70.29,-127.00,952
-70.02,-126.00,952
-69.50,-125.19,952
-69.00,-124.68,952
-68.50,-124.18,952
-68.00,-123.57,952
-67.65,-123.00,952
-67.34,-122.50,952
-67.00,-122.01,952
-66.54,-121.50,952
-66.00,-121.15,952
-65.58,-121.00,952
-65.00,-120.85,952
-64.50,-120.72,952
-64.00,-120.56,952
-63.50,-120.33,952
-63.00,-120.02,952
-62.50,-119.57,952
-62.06,-119.00,952
-61.78,-118.50,952
-61.50,-117.82,952
-61.30,-117.00,952
-61.22,-116.00,952
-61.29,-115.00,952
-61.49,-114.00,952
-61.85,-113.00,952
-62.32,-112.00,952
-62.60,-111.50,952
-62.90,-111.00,952
-63.23,-110.50,952
-63.58,-110.00,952
-63.98,-109.50,952
-64.50,-109.04,952
-65.00,-108.79,952
-65.50,-108.77,952
-66.00,-108.88,952
-66.35,-109.00,952
-67.00,-109.26,952
-67.50,-109.30,952
-68.00,-109.25,952
-68.50,-109.11,952
-69.00,-109.06,952
-69.50,-109.37,952
-69.89,-110.00,952
-70.18,-111.00,952
-70.30,-112.00,952
-70.35,-113.00,952
-70.35,-114.00,952
-70.32,-115.00,952
-70.28,-116.00,952
-70.26,-117.00,952
-70.27,-118.00,952
-70.32,-119.00,952
-70.41,-120.00,952
-70.54,-121.00,952
-70.69,-122.00,952
-70.90,-123.00,952
-71.18,-124.00,952
-71.50,-124.66,952
-71.92,-125.50,952
-72.40,-126.50,952
-72.88,-127.50,952
-73.30,-128.50,952
-73.72,-129.50,952
-74.00,-130.16,952
-74.34,-131.00,952
-74.75,-132.00,952
-75.17,-133.00,952
-75.50,-133.81,952

27.05,128.00,952
